DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
230917358,12/11/23 0:00,12/11/23 0:00,1310,9,Van Nuys,979,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1822,0,,,101,STREET,218,OTHER CUTTING INSTRUMENT,IC,Invest Cont,930,,,,4600    FULTON                       AV,,34.154,-118.4225
231224688,12/11/23 0:00,12/11/23 0:00,515,12,77th Street,1249,1,210,ROBBERY,0344 0302 0324,0,X,X,402,MARKET,101,REVOLVER,IC,Invest Cont,210,,,,6200 S  FIGUEROA                     ST,,33.9833,-118.2827
231820662,12/11/23 0:00,12/11/23 0:00,1707,18,Southeast,1829,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822 0378,0,,,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,9800 S  ALAMEDA                      ST,,33.9478,-118.2289
230718330,12/11/23 0:00,12/11/23 0:00,1214,7,Wilshire,787,2,901,VIOLATION OF RESTRAINING ORDER,2038 1309,0,,,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,4400 W  WASHINGTON                   BL,,34.0398,-118.3354
231321870,12/11/23 0:00,12/11/23 0:00,100,13,Newton,1383,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5800 S  SAN PEDRO                    ST,,33.9858,-118.2739
230917355,12/11/23 0:00,12/11/23 0:00,1310,9,Van Nuys,979,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1822,0,,,101,STREET,218,OTHER CUTTING INSTRUMENT,IC,Invest Cont,930,,,,4600    FULTON                       AV,,34.154,-118.4225
230415242,12/11/23 0:00,12/11/23 0:00,1515,4,Hollenbeck,466,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0444,0,,,248,CELL PHONE STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2700 E  1ST                          ST,,34.0436,-118.2051
232117541,12/11/23 0:00,12/11/23 0:00,1920,21,Topanga,2156,1,210,ROBBERY,1402 0325 0400,0,,,404,DEPARTMENT STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,998,,,21500    VICTORY                      BL,,34.1881,-118.6
230718328,12/11/23 0:00,12/11/23 0:00,700,7,Wilshire,735,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 0416 0446,0,,,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,600 S  DUNSMUIR                     AV,,34.0649,-118.3483
230618827,12/11/23 0:00,12/11/23 0:00,350,6,Hollywood,646,1,210,ROBBERY,1822 1402 0400 0334 0337,0,,,203,OTHER BUSINESS,102,HAND GUN,IC,Invest Cont,210,998,,,6600 W  SUNSET                       BL,,34.098,-118.3332
230222439,12/11/23 0:00,12/11/23 0:00,430,2,Rampart,235,1,310,BURGLARY,0342 0344 1609 1822,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,2400 W  TEMPLE                       ST,,34.0715,-118.2719
231321905,12/11/23 0:00,12/11/23 0:00,740,13,Newton,1383,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0444 0913 1814 2000,0,,,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,200 E  61ST                         ST,,33.9842,-118.2718
230222447,12/11/23 0:00,12/11/23 0:00,920,2,Rampart,256,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1814 2000 0416 0446 0443 0913 0432,0,,,724,TRADE SCHOOL (MEDICAL-TECHNICAL-BUSINESS)*,511,VERBAL THREAT,IC,Invest Cont,930,,,,1600    WILSHIRE                     BL,,34.0554,-118.2702
230500002,12/11/23 0:00,12/11/23 0:00,230,5,Harbor,529,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,300 E  HARRY BRIDGES                BL,,33.7714,-118.2592
230415252,12/11/23 0:00,12/11/23 0:00,1520,4,Hollenbeck,427,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0400 0416,0,,,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,S  HUNTINGTON DR,FERN                         PL,34.0817,-118.1903
230917326,12/11/23 0:00,12/11/23 0:00,830,9,Van Nuys,914,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,30,M,H,403,DRUG STORE,,,IC,Invest Cont,442,,,,7100    VAN NUYS                     BL,,34.1994,-118.4488
230415246,12/11/23 0:00,12/11/23 0:00,5,4,Hollenbeck,429,1,310,BURGLARY,0342 0329 1607,0,,,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,5400 E  HUNTINGTON DR,,34.0913,-118.1635
231017050,12/11/23 0:00,12/11/23 0:00,1730,10,West Valley,1024,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7100    BAIRD                        AV,,34.1993,-118.5373
230222450,12/11/23 0:00,12/11/23 0:00,1220,2,Rampart,246,1,761,BRANDISH WEAPON,0421 1822 0432 0334,0,,,203,OTHER BUSINESS,511,VERBAL THREAT,IC,Invest Cont,761,930,,,600 S  ALVARADO                     ST,,34.0595,-118.2749
231116748,12/11/23 0:00,12/11/23 0:00,1330,11,Northeast,1144,2,624,BATTERY - SIMPLE ASSAULT,400,0,,,510,NURSING/CONVALESCENT/RETIREMENT HOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3000    ROWENA                       AV,,34.1087,-118.2695
231224676,12/11/23 0:00,12/11/23 0:00,2350,12,77th Street,1269,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1814 2000 0400 2033,22,F,B,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,800 E  MANCHESTER                   AV,,33.9638,-118.2629
230321094,12/11/23 0:00,12/11/23 0:00,1210,3,Southwest,303,1,210,ROBBERY,1822 0344 2004 0448 0429 1252,0,,,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,LA BREA                      BL,ADAMS                        ST,34.0325,-118.3509
231421577,12/11/23 0:00,12/11/23 0:00,240,14,Pacific,1499,1,310,BURGLARY,0344 1602 0329,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,5200 W  IMPERIAL                     HY,,33.9308,-118.371
231820634,12/11/23 0:00,12/11/23 0:00,320,18,Southeast,1801,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1218 0329 1822,55,M,B,101,STREET,,,IC,Invest Cont,745,,,,88TH                         PL,FIGUEROA                     ST,33.9567,-118.2827
231421579,12/11/23 0:00,12/11/23 0:00,240,14,Pacific,1499,1,330,BURGLARY FROM VEHICLE,344,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,330,,,,5200 W  IMPERIAL                     HY,,33.9308,-118.371
231116742,12/11/23 0:00,12/11/23 0:00,1110,11,Northeast,1152,2,354,THEFT OF IDENTITY,1822,0,,,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,4300    CAMERO                       AV,,34.1009,-118.284
231116751,12/11/23 0:00,12/11/23 0:00,1520,11,Northeast,1181,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,,,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,1400    ALLESANDRO                   ST,,34.081,-118.2627
231614859,12/11/23 0:00,12/11/23 0:00,440,16,Foothill,1675,2,354,THEFT OF IDENTITY,928,32,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8700    LEHIGH                       AV,,34.2269,-118.3709
232117525,12/10/23 0:00,12/10/23 0:00,1330,21,Topanga,2196,1,330,BURGLARY FROM VEHICLE,344,38,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,20700    WELLS                        DR,,34.1578,-118.584
232117535,12/11/23 0:00,12/10/23 0:00,2300,21,Topanga,2105,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,21500    ROSCOE                       BL,,34.2239,-118.6017
230618832,12/11/23 0:00,12/10/23 0:00,2000,6,Hollywood,622,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3100 N  NICHOLS CANYON               RD,,34.1266,-118.3632
230917347,12/11/23 0:00,12/10/23 0:00,2130,9,Van Nuys,914,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,0,,,116,OTHER/OUTSIDE,,,IC,Invest Cont,745,,,,6900    VESPER                       AV,,34.1961,-118.451
231917663,12/11/23 0:00,12/10/23 0:00,500,19,Mission,1971,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0913 1817 0314,37,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,,,,9000    LANGDON                      AV,,34.2338,-118.4698
231224653,12/10/23 0:00,12/10/23 0:00,240,12,77th Street,1249,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,X,X,301,GAS STATION,,,IC,Invest Cont,740,,,,6300 S  FIGUEROA                     ST,,33.9824,-118.2827
231421662,12/10/23 0:00,12/10/23 0:00,820,14,Pacific,1494,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0421 2055 1514 0903,0,,,212,TRANSPORTATION FACILITY (AIRPORT),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,400    WORLD                        WY,,33.9455,-118.4
232018995,12/10/23 0:00,12/10/23 0:00,100,20,Olympic,2033,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0903 1822 2054 2036 0400 0449 0417 0432 0446 0416,27,M,A,208,AUTO SALES LOT,513,STUN GUN,IC,Invest Cont,230,946,,,3700    WILSHIRE                     BL,,34.0617,-118.3066
232019026,12/10/23 0:00,12/10/23 0:00,1219,20,Olympic,2076,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000 1814 0444,0,,,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1300 S  CATALINA                     ST,,34.0473,-118.2947
230415248,12/10/23 0:00,12/10/23 0:00,2130,4,Hollenbeck,408,2,624,BATTERY - SIMPLE ASSAULT,0400 0913 0444,0,,,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3800    ROSEMEAD                     AV,,34.089,-118.1771
231421620,12/11/23 0:00,12/10/23 0:00,2100,14,Pacific,1431,1,310,BURGLARY,344,0,X,X,710,OTHER PREMISE,,,IC,Invest Cont,310,,,,1500    PACIFIC                      AV,,33.9883,-118.4727
231820653,12/11/23 0:00,12/10/23 0:00,2100,18,Southeast,1822,1,330,BURGLARY FROM VEHICLE,1302 0344 1601 1609 0329 1822,0,,,101,STREET,,,IC,Invest Cont,330,,,,100 W  94TH                         ST,,33.951,-118.2739
232019021,12/10/23 0:00,12/10/23 0:00,545,20,Olympic,2071,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0345 0416 0340 1822,50,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,WESTERN                      AV,WASHINGTON                   AV,34.0454,-118.3134
231321810,12/10/23 0:00,12/10/23 0:00,530,13,Newton,1394,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6800 S  MAIN                         ST,,33.9779,-118.2739
231224637,12/10/23 0:00,12/10/23 0:00,1125,12,77th Street,1241,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 0302 0432 1822,59,F,B,501,SINGLE FAMILY DWELLING,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230,,,,3400    HYDE PARK                    BL,,33.9806,-118.3309
231421661,12/11/23 0:00,12/10/23 0:00,1800,14,Pacific,1455,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4300 S  CENTINELA                    AV,,33.9885,-118.4237
231017035,12/11/23 0:00,12/10/23 0:00,1600,10,West Valley,1033,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,18500    CALVERT                      ST,,34.1819,-118.536
231016988,12/10/23 0:00,12/10/23 0:00,440,10,West Valley,1063,1,310,BURGLARY,1822 1607 0344 0329 1402 0358,0,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,310,998,,,5400    RESEDA                       BL,,34.1688,-118.5361
231421612,12/11/23 0:00,12/10/23 0:00,1830,14,Pacific,1469,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,39,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,6900    GLASGOW                      AV,,33.9748,-118.3725
231321831,12/10/23 0:00,12/10/23 0:00,955,13,Newton,1362,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 0429 1822,28,M,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,300 E  51ST                         ST,,33.9965,-118.2697
230415247,12/10/23 0:00,12/10/23 0:00,2130,4,Hollenbeck,408,2,624,BATTERY - SIMPLE ASSAULT,0913 0400 0416,0,,,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3800    ROSEMEAD                     AV,,34.089,-118.1771
230415226,12/10/23 0:00,12/10/23 0:00,1500,4,Hollenbeck,468,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 0913 1814 0400 0416,36,M,H,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,3300 E  1ST                          ST,,34.0379,-118.1967
231401446,12/10/23 0:00,12/10/23 0:00,1730,14,Pacific,1414,1,210,ROBBERY,0416 0417 1218 0355 1402,37,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,998,,,700    BROADWAY,,33.9961,-118.4655
230126016,12/10/23 0:00,12/10/23 0:00,630,1,Central,162,2,888,TRESPASSING,910,0,X,X,903,MTA - RED LINE - 7TH AND METRO CENTER,,,IC,Invest Cont,888,,,,600 W  7TH                          ST,,34.0473,-118.2566
231017001,12/10/23 0:00,12/10/23 0:00,545,10,West Valley,1025,1,310,BURGLARY,0206 1822 0329 0358 0344,0,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,18300    VANOWEN                      ST,,34.1975,-118.5273
231400015,12/11/23 0:00,12/10/23 0:00,1700,14,Pacific,1497,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,5400 W  CENTURY                      BL,,33.9453,-118.3747
231400016,12/11/23 0:00,12/10/23 0:00,1930,14,Pacific,1415,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,800    ROSE                         AV,,34.0014,-118.4678
232117499,12/10/23 0:00,12/10/23 0:00,940,21,Topanga,2136,2,888,TRESPASSING,0906 2004,55,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888,,,,7500    JORDAN                       AV,,34.2065,-118.6029
231421533,12/10/23 0:00,12/10/23 0:00,420,14,Pacific,1431,2,888,TRESPASSING,1402,56,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,998,,,1400    CABRILLO                     AV,,33.9902,-118.4673
230718262,12/10/23 0:00,12/10/23 0:00,1000,7,Wilshire,752,2,762,LEWD CONDUCT,0500 0528 1822,42,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,762,,,,PICO                         BL,LA CIENEGA,34.0533,-118.3762
231017000,12/10/23 0:00,12/10/23 0:00,545,10,West Valley,1025,1,310,BURGLARY,0206 1822 0329 0358 0344,0,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,18300    VANOWEN                      ST,,34.1975,-118.5273
231321842,12/10/23 0:00,12/10/23 0:00,830,13,Newton,1372,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1821 0446 0913,46,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,200 E  54TH                         ST,,33.9934,-118.2714
231518794,12/10/23 0:00,12/10/23 0:00,1830,15,N Hollywood,1599,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 1609,25,M,W,101,STREET,,,IC,Invest Cont,740,,,,3500    CAHUENGA                     BL,,34.1329,-118.3559
230618829,12/11/23 0:00,12/10/23 0:00,530,6,Hollywood,656,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6300    ELEANOR                      AV,,34.0898,-118.3266
231321851,12/10/23 0:00,12/10/23 0:00,1339,13,Newton,1394,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913,41,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,69TH                         ST,SAN PEDRO                    ST,33.977,-118.2696
231116696,12/10/23 0:00,12/10/23 0:00,700,11,Northeast,1178,2,900,VIOLATION OF COURT ORDER,2038 2004,0,F,H,104,DRIVEWAY,,,IC,Invest Cont,900,,,,ALICE                        ST,CYPRESS,34.0968,-118.2254
230917286,12/10/23 0:00,12/10/23 0:00,930,9,Van Nuys,935,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1402 2000 0416 1814,31,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,998,,,14200    CALVERT                      ST,,34.1817,-118.4422
231917687,12/10/23 0:00,12/10/23 0:00,1220,19,Mission,1935,2,354,THEFT OF IDENTITY,930,0,,,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11100 N  SEPULVEDA                    BL,,34.2721,-118.4674
230917307,12/10/23 0:00,12/10/23 0:00,100,9,Van Nuys,923,2,624,BATTERY - SIMPLE ASSAULT,0342 0416 0446 0429 0417 1820,44,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,14500    ARCHWOOD                     ST,,34.1929,-118.4487
230126049,12/10/23 0:00,12/10/23 0:00,1710,1,Central,128,2,624,BATTERY - SIMPLE ASSAULT,0910 0373 0417 2005 0449,40,F,B,965,MTA - GOLD LINE - LITTLE TOKYO/ARTS DISTRICT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,100 S  CENTRAL                      AV,,34.0492,-118.2391
231017011,12/10/23 0:00,12/10/23 0:00,1430,10,West Valley,1037,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0400 1813 0416 1202 2021,64,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,17500    KITTRIDGE                    ST,,34.1903,-118.5142
230300013,12/11/23 0:00,12/10/23 0:00,1800,3,Southwest,316,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1900 W  22ND                         ST,,34.0364,-118.3034
231017026,12/10/23 0:00,12/10/23 0:00,254,10,West Valley,1088,2,354,THEFT OF IDENTITY,1822 0930,22,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,16300    VENTURA                      BL,,34.157,-118.488
230618820,12/10/23 0:00,12/10/23 0:00,1655,6,Hollywood,647,2,888,TRESPASSING,0910 1402 2004,0,X,X,910,MTA - RED LINE - HOLLYWOOD/VINE,,,IC,Invest Cont,888,998,,,6200    HOLLYWOOD                    BL,,34.1016,-118.3246
232019010,12/10/23 0:00,12/10/23 0:00,728,20,Olympic,2031,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 0444 0416 2000,39,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,700 S  ST ANDREWS                   PL,,34.0597,-118.3112
231820637,12/10/23 0:00,12/10/23 0:00,2100,18,Southeast,1871,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0325 0344,0,X,X,301,GAS STATION,,,IC,Invest Cont,440,,,,14200 S  FIGUEROA                     ST,,33.9028,-118.2828
230516721,12/10/23 0:00,12/10/23 0:00,130,5,Harbor,563,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1400 S  ALMA                         ST,,33.7316,-118.299
231321864,12/10/23 0:00,12/10/23 0:00,1930,13,Newton,1324,2,901,VIOLATION OF RESTRAINING ORDER,0913 0432,25,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,1200 E  25TH                         ST,,34.0203,-118.2506
232001079,12/10/23 0:00,12/10/23 0:00,210,20,Olympic,2081,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 1243 0400 0411 2002 0416 0447 0445 2021,0,,,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,236,,,,1800 S  GRAMERCY                     PL,,34.0408,-118.313
230618830,12/11/23 0:00,12/10/23 0:00,1600,6,Hollywood,638,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1800 N  WILTON                       PL,,34.1035,-118.3137
230516726,12/10/23 0:00,12/10/23 0:00,120,5,Harbor,511,2,624,BATTERY - SIMPLE ASSAULT,0416 0554,24,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,25500    FRAMPTON                     AV,,33.7926,-118.3043
231321832,12/10/23 0:00,12/10/23 0:00,945,13,Newton,1362,2,624,BATTERY - SIMPLE ASSAULT,0400 1251 1259 0416,17,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,300 E  51ST                         ST,,33.9965,-118.2697
231116739,12/11/23 0:00,12/10/23 0:00,600,11,Northeast,1148,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4500    GLENALBYN                    DR,,34.0975,-118.2093
230516716,12/10/23 0:00,12/10/23 0:00,1045,5,Harbor,558,1,433,DRIVING WITHOUT OWNER CONSENT (DWOC),1501 2024,0,X,X,101,STREET,,,IC,Invest Cont,433,,,,600    SAMPSON                      WY,,33.7387,-118.2792
231820626,12/11/23 0:00,12/10/23 0:00,2130,18,Southeast,1832,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,10500 S  BROADWAY,,33.941,-118.2781
230126054,12/10/23 0:00,12/10/23 0:00,2200,1,Central,119,2,888,TRESPASSING,0910 1501 2004,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,00    GATEWAY PLZ,,34.0547,-118.2335
230415227,12/10/23 0:00,12/10/23 0:00,1920,4,Hollenbeck,469,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0445 1822,37,M,H,101,STREET,311,HAMMER,IC,Invest Cont,230,,,,3400    EAGLE                        ST,,34.0332,-118.1974
230718281,12/10/23 0:00,12/10/23 0:00,1956,7,Wilshire,721,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,22,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,745,,,,8700 W  3RD                          ST,,34.0736,-118.3817
231224694,12/11/23 0:00,12/10/23 0:00,2240,12,77th Street,1252,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2600 W  FLORENCE                     AV,,33.9746,-118.3221
230718314,12/11/23 0:00,12/10/23 0:00,2130,7,Wilshire,753,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1606 1822 0344,38,M,W,101,STREET,,,IC,Invest Cont,420,,,,1200 S  SPAULDING                    AV,,34.0543,-118.3608
230917324,12/11/23 0:00,12/10/23 0:00,2230,9,Van Nuys,985,2,624,BATTERY - SIMPLE ASSAULT,0400 0429 1810,40,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,14000    MOORPARK                     ST,,34.1504,-118.438
232117496,12/10/23 0:00,12/10/23 0:00,1130,21,Topanga,2115,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 0913 1813 1402,48,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",304,CLUB/BAT,IC,Invest Cont,236,998,,,21900    ROSCOE                       BL,,34.2196,-118.6045
232019058,12/10/23 0:00,12/10/23 0:00,920,20,Olympic,2014,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0603 0361 0432 2001 0913,0,,,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,,200 S  NORMANDIE                    AV,,34.0726,-118.3029
231321871,12/10/23 0:00,12/10/23 0:00,157,13,Newton,1309,1,310,BURGLARY,0329 1602,0,M,A,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,1100    LAWRENCE                     ST,,34.0306,-118.2367
231518768,12/11/23 0:00,12/10/23 0:00,2300,15,N Hollywood,1538,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5700    FAIR                         AV,,34.174,-118.3746
230126046,12/10/23 0:00,12/10/23 0:00,1330,1,Central,161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
231017019,12/10/23 0:00,12/10/23 0:00,1609,10,West Valley,1063,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 1822,0,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,343,,,,18700    VENTURA                      BL,,34.1707,-118.5407
231614839,12/10/23 0:00,12/10/23 0:00,910,16,Foothill,1612,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1202 0421 1822,73,M,H,101,STREET,511,VERBAL THREAT,IC,Invest Cont,930,,,,13200    VAN NUYS                     BL,,34.2733,-118.4202
